Company_Name,Job_Opening,Industry,Salary,Job_Url,Excel/VBA,SQL,Python,Google Analytics,R,C語言,Tableau,SAS,Java,SPSS,Linux,Power BI​,HTML,CSS,Google Tag Manager
妘宣有限公司,資料分析軟體設計工程師,工商顧問服務業,"月薪35,000~45,000元",http://www.104.com.tw/job/6pnut?jobsource=jolist_a_relevance,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
威健股份有限公司,生物資訊分析專員,生化科技研發業,"月薪38,000~50,000元",http://www.104.com.tw/job/6y5a0?jobsource=jolist_a_relevance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
學思行數位行銷股份有限公司,圖書部 圖書資深產品經理,文教／育樂用品零售業,"月薪35,000~40,000元",http://www.104.com.tw/job/73v1r?jobsource=jolist_a_relevance,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
安布思沛行銷股份有限公司,資深SEO數據分析師,網際網路相關業,待遇面議,http://www.104.com.tw/job/74ks4?jobsource=jolist_a_relevance,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0
安布思沛行銷股份有限公司,雲端工程師 Cloud Engineer,網際網路相關業,待遇面議,http://www.104.com.tw/job/6x6cj?jobsource=jolist_a_relevance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
安永聯合會計師事務所,"【審計服務】財務會計諮詢服務 (Financial Accounting Advisory Service , FAAS) Senior Level",會計服務業,待遇面議,http://www.104.com.tw/job/5ytom?jobsource=jolist_a_relevance,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
安立璽榮生醫股份有限公司,新藥開發研究員 (碩士級),生化科技研發業,待遇面議,http://www.104.com.tw/job/6qkj1?jobsource=jolist_a_relevance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
安訊集團_安訊國際網路股份有限公司,VE1 - 數據分析師,電信相關業,"月薪50,000~70,000元",http://www.104.com.tw/job/6u0jj?jobsource=jolist_b_relevance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
宜大科技股份有限公司,數位廣告投放人員,綜合商品批發代理業,"月薪30,000~45,000元",http://www.104.com.tw/job/74k0q?jobsource=jolist_a_relevance,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
富味鄉食品股份有限公司,【台北】產品經理,食用油品及榖製品製造業,待遇面議,http://www.104.com.tw/job/73emg?jobsource=jolist_a_relevance,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
富味鄉食品股份有限公司,【台北】產品行銷企劃,食用油品及榖製品製造業,待遇面議,http://www.104.com.tw/job/73n0j?jobsource=jolist_a_relevance,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
富欣發網路科技有限公司,資料庫(資深)⼯程師,網際網路相關業,待遇面議,http://www.104.com.tw/job/6jura?jobsource=jolist_a_relevance,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
富網科技股份有限公司,資深遊戲營運企劃,廣告行銷公關業,待遇面議,http://www.104.com.tw/job/73xrt?jobsource=jolist_a_relevance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
寵聚股份有限公司,行銷企劃主任,寵物相關服務業,"月薪28,000~39,999元",http://www.104.com.tw/job/5lflf?jobsource=jolist_a_relevance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
寶勝國際(控股)_寶原興業股份有限公司,會員營銷資深專員,鞋類／布類／服飾品零售業,待遇面議,http://www.104.com.tw/job/6uo9j?jobsource=jolist_a_relevance,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
寶雅國際股份有限公司,【寶雅-台北總公司】行銷_數據企劃專員,百貨相關業,"月薪30,000~36,000元",http://www.104.com.tw/job/6xvvs?jobsource=jolist_a_relevance,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
將來商業銀行股份有限公司,【102】數位平台產品經理 App/Web Product Manager(PM),銀行業,待遇面議,http://www.104.com.tw/job/6i0kk?jobsource=jolist_a_relevance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
尹星知識管理顧問股份有限公司,廣告投放優化師,工商顧問服務業,"月薪33,000~45,000元",http://www.104.com.tw/job/5wj7b?jobsource=jolist_a_relevance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
山富國際旅行社股份有限公司,Data Engineer 數據工程師(台北總公司),旅遊服務業,"月薪40,000元以上",http://www.104.com.tw/job/73ifb?jobsource=jolist_a_relevance,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
山富國際旅行社股份有限公司,企劃部-數位行銷企劃專員(台北總公司),旅遊服務業,"月薪30,000~40,000元",http://www.104.com.tw/job/44gr6?jobsource=jolist_a_relevance,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
岩島成股份有限公司,都城烘焙廠廠長[中央工廠],其他餐飲業,待遇面議,http://www.104.com.tw/job/72ep9?jobsource=jolist_a_relevance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
